Jurisdiction,AccountNumber,ClientProfile,HandleRange,Grouping,SpendAllocation,GlobalID,FB
USMI,9496516296,General/New Client,Big Bettor,Control,0,9496516296,0
USMI,9526523542,General/New Client,Small Bettor,Control,0,9526523542,0
USMI,9550942660,Retail A Grade,Big Bettor,Control,0,9550942660,0
USMI,9563406922,Retail C Grade,Small Bettor,Control,0,9563406922,0
USMI,9572174448,General/New Client,Big Bettor,Control,0,9572174448,0
USNJ,108174,Retail C Grade,Big Bettor,Control,0,4280307693,0
USNJ,112593,Retail C Grade,Big Bettor,Control,0,2580512024,0
USNJ,113480,Retail C Grade,Big Bettor,Control,0,4360234505,0
USNJ,115082,Retail C Grade,Medium Bettor,Control,0,3675813798,0
USNJ,116669,Retail B Grade,Big Bettor,Control,0,4117260919,0
USNJ,122683,Retail A Grade,Big Bettor,Control,0,2667090960,0
USNJ,123403,Retail C Grade,Big Bettor,Control,0,6219808870,0
USNJ,124063,Retail C Grade,Big Bettor,Control,0,2440937692,0
USNJ,126991,Retail B Grade,Big Bettor,Control,0,6789531211,0
USNJ,128680,Retail B Grade,Big Bettor,Control,0,1446691000,0
USNJ,131782,Retail C Grade,Small Bettor,Control,0,6717163035,0
USNJ,133525,Retail C Grade,Big Bettor,Control,0,1616025201,0
USNJ,137375,Retail C Grade,Big Bettor,Control,0,4159716276,0
USNJ,139851,Retail A Grade,Big Bettor,Control,0,1546594501,0
USNJ,141623,Retail B Grade,Big Bettor,Control,0,8194364904,0
USNJ,141996,Retail A Grade,Big Bettor,Control,0,4601928393,0
USNJ,142518,Retail C Grade,Small Bettor,Control,0,4661938879,0
USNJ,144820,Retail C Grade,Small Bettor,Control,0,1019063336,0
USNJ,147931,Retail C Grade,Medium Bettor,Control,0,8757106789,0
USNJ,148372,Retail A Grade,Big Bettor,Control,0,4566637064,0
USNJ,151147,Retail B Grade,Big Bettor,Control,0,4599703349,0
USNJ,151275,Retail B Grade,Big Bettor,Control,0,8855765847,0
USNJ,154592,Retail C Grade,Small Bettor,Control,0,5556552612,0
USNJ,157807,Retail C Grade,Small Bettor,Control,0,1796873831,0
USNJ,159265,Retail C Grade,Medium Bettor,Control,0,8472576247,0
USNJ,166133,Retail C Grade,Small Bettor,Control,0,1272637237,0
USNJ,167757,General/New Client,Small Bettor,Control,0,6907964971,0
USNJ,167971,Retail C Grade,Medium Bettor,Control,0,2856713082,0
USNJ,168633,Retail C Grade,Big Bettor,Control,0,1618440298,0
USNJ,168958,Retail B Grade,Small Bettor,Control,0,6267394237,0
USNJ,170695,Retail B Grade,Big Bettor,Control,0,8301755396,0
USNJ,172892,Retail A Grade,Big Bettor,Control,0,5617901659,0
USNJ,173963,Retail C Grade,Big Bettor,Control,0,2412864912,0
USNJ,175203,Retail C Grade,Small Bettor,Control,0,4492946632,0
USNJ,176915,Retail A Grade,Medium Bettor,Control,0,5984215216,0
USNJ,177342,Retail A Grade,Small Bettor,Control,0,3803981826,0
USNJ,178589,Retail B Grade,Big Bettor,Control,0,2481084817,0
USNJ,187698,Retail A Grade,Big Bettor,Control,0,5354500390,0
USNJ,190948,Retail C Grade,Big Bettor,Control,0,5127276343,0
USNJ,192269,Retail C Grade,Small Bettor,Control,0,3784646017,0
USNJ,193861,Retail A Grade,Big Bettor,Control,0,9387889382,0
USNJ,200669,Retail B Grade,Big Bettor,Control,0,5259941638,0
USNJ,201535,Retail C Grade,Small Bettor,Control,0,8643580070,0
USNJ,202784,Retail B Grade,Medium Bettor,Control,0,8563012042,0
USNJ,206124,Retail B Grade,Big Bettor,Control,0,7785996541,0
USNJ,212642,Retail C Grade,Medium Bettor,Control,0,3024215625,0
USNJ,213853,Retail B Grade,Medium Bettor,Control,0,8299223865,0
USNJ,214004,Retail A Grade,Big Bettor,Control,0,4916255082,0
USNJ,216474,Retail A Grade,Big Bettor,Control,0,2020917369,0
USNJ,217449,General/New Client,Small Bettor,Control,0,6105975409,0
USNJ,226798,Retail C Grade,Medium Bettor,Control,0,4294958655,0
USNJ,227977,Retail C Grade,Big Bettor,Control,0,5706389543,0
USNJ,233164,Retail A Grade,Big Bettor,Control,0,8725179623,0
USNJ,233260,Retail C Grade,Medium Bettor,Control,0,2328126256,0
USNJ,233944,Retail C Grade,Medium Bettor,Control,0,5019293100,0
USNJ,238235,Retail C Grade,Big Bettor,Control,0,4072925402,0
USNJ,242176,Retail C Grade,Medium Bettor,Control,0,8481487725,0
USNJ,243619,Retail C Grade,Medium Bettor,Control,0,9137306200,0
USNJ,244053,Retail C Grade,Big Bettor,Control,0,2820695004,0
USNJ,245016,Retail C Grade,Big Bettor,Control,0,7499554872,0
USNJ,248438,Retail A Grade,Big Bettor,Control,0,6302060403,0
USNJ,249301,Retail C Grade,Medium Bettor,Control,0,1299399052,0
USNJ,250418,Retail C Grade,Small Bettor,Control,0,4028374207,0
USNJ,250586,Retail C Grade,Medium Bettor,Control,0,2559113018,0
USNJ,252638,Retail C Grade,Big Bettor,Control,0,3560482631,0
USNJ,252648,Retail B Grade,Big Bettor,Control,0,8503654355,0
USNJ,253296,General/New Client,Medium Bettor,Control,0,2578287542,0
USNJ,253339,Retail C Grade,Small Bettor,Control,0,4805615793,0
USNJ,256024,Retail C Grade,Small Bettor,Control,0,1650474466,0
USNJ,262298,Retail C Grade,Small Bettor,Control,0,6084041083,0
USNJ,263594,Retail C Grade,Big Bettor,Control,0,9372506481,0
USNJ,266303,Retail C Grade,Medium Bettor,Control,0,3158974894,0
USNJ,266916,Retail C Grade,Big Bettor,Control,0,1092570440,0
USNJ,268334,Retail C Grade,Big Bettor,Control,0,3879378035,0
USNJ,270084,Retail B Grade,Medium Bettor,Control,0,5306457381,0
USNJ,272314,Retail C Grade,Medium Bettor,Control,0,6030066596,0
USNJ,274087,Retail B Grade,Small Bettor,Control,0,7279792939,0
USNJ,277839,Retail C Grade,Big Bettor,Control,0,3654242109,0
USNJ,287576,Retail A Grade,Big Bettor,Control,0,4982846000,0
USNJ,289643,Retail B Grade,Big Bettor,Control,0,6186532892,0
USNJ,290723,Retail C Grade,Big Bettor,Control,0,4073911775,0
USNJ,290738,Retail C Grade,Big Bettor,Control,0,7370670471,0
USNJ,292408,Retail B Grade,Medium Bettor,Control,0,8603481536,0
USNJ,292786,Retail C Grade,Medium Bettor,Control,0,7880752281,0
USNJ,293198,Retail B Grade,Medium Bettor,Control,0,4259500750,0
USNJ,295074,Retail C Grade,Medium Bettor,Control,0,6592787378,0
USNJ,295979,Retail A Grade,Big Bettor,Control,0,5646813307,0
USNJ,299170,Retail A Grade,Big Bettor,Control,0,4212339515,0
USNJ,301045,Retail C Grade,Small Bettor,Control,0,1499192448,0
USNJ,305317,Retail A Grade,Big Bettor,Control,0,4899232119,0
USNJ,306098,Retail C Grade,Medium Bettor,Control,0,3134396765,0
USNJ,307154,Retail A Grade,Medium Bettor,Control,0,8195236235,0
USNJ,307326,Retail C Grade,Big Bettor,Control,0,4008905271,0
USNJ,308273,Retail B Grade,Medium Bettor,Control,0,1612789577,0
USNJ,308902,Retail B Grade,Big Bettor,Control,0,2119836428,0
USNJ,311655,Retail C Grade,Small Bettor,Control,0,9368551134,0
USNJ,311996,Retail A Grade,Big Bettor,Control,0,4172722641,0
USNJ,314002,Retail C Grade,Big Bettor,Control,0,4384847007,0
USNJ,315320,Retail A Grade,Big Bettor,Control,0,7778971753,0
USNJ,315392,Retail B Grade,Big Bettor,Control,0,4587333043,0
USNJ,315454,Retail C Grade,Small Bettor,Control,0,6171899278,0
USNJ,319163,Retail C Grade,Big Bettor,Control,0,2192402342,0
USNJ,324450,Retail C Grade,Medium Bettor,Control,0,1846179280,0
USNJ,325545,Retail C Grade,Small Bettor,Control,0,5668853516,0
USNJ,326319,Retail B Grade,Medium Bettor,Control,0,4950701326,0
USNJ,327765,Retail C Grade,Medium Bettor,Control,0,7421387517,0
USNJ,330507,Retail C Grade,Small Bettor,Control,0,6990522985,0
USNJ,346327,Retail C Grade,Big Bettor,Control,0,4584146373,0
USNJ,348881,Retail C Grade,Medium Bettor,Control,0,7657964795,0
USNJ,359294,Retail B Grade,Medium Bettor,Control,0,5290343515,0
USNJ,361143,Retail C Grade,Big Bettor,Control,0,4787152884,0
USNJ,361696,Retail C Grade,Medium Bettor,Control,0,3945895477,0
USNJ,362209,Retail C Grade,Small Bettor,Control,0,1929393935,0
USNJ,373573,Retail B Grade,Big Bettor,Control,0,8372986137,0
USNJ,386879,Retail B Grade,Small Bettor,Control,0,7958540092,0
USNJ,389107,Retail B Grade,Small Bettor,Control,0,7094709911,0
USNJ,392254,Retail B Grade,Big Bettor,Control,0,6215504133,0
USNJ,392693,Retail A Grade,Big Bettor,Control,0,7446864444,0
USNJ,393628,Retail C Grade,Medium Bettor,Control,0,4305319233,0
USNJ,394338,Retail B Grade,Big Bettor,Control,0,3439430268,0
USNJ,394746,Retail C Grade,Big Bettor,Control,0,2289383164,0
USNJ,395630,Retail C Grade,Small Bettor,Control,0,9281823229,0
USNJ,395797,Retail B Grade,Big Bettor,Control,0,5904268139,0
USNJ,396969,Retail C Grade,Small Bettor,Control,0,6060662189,0
USNJ,402767,Retail C Grade,Medium Bettor,Control,0,8487029485,0
USNJ,405541,Retail C Grade,Big Bettor,Control,0,3854396648,0
USNJ,421249,Retail C Grade,Big Bettor,Control,0,8393106421,0
USNJ,422912,Retail C Grade,Small Bettor,Control,0,6640603364,0
USNJ,426572,Retail B Grade,Big Bettor,Control,0,9460627036,0
USNJ,428012,Retail B Grade,Medium Bettor,Control,0,3429249259,0
USNJ,464175,Retail C Grade,Small Bettor,Control,0,2882484800,0
USNJ,494061,General/New Client,Big Bettor,Control,0,6744576855,0
USNJ,512811,Retail B Grade,Big Bettor,Control,0,1660511731,0
USNJ,548806,Retail C Grade,Medium Bettor,Control,0,8249873161,0
USNJ,583298,General/New Client,Big Bettor,Control,0,2225324266,0
USNJ,589202,Retail B Grade,Big Bettor,Control,0,1299671245,0
USNJ,608398,Retail C Grade,Small Bettor,Control,0,6143410897,0
USNJ,646335,Retail B Grade,Big Bettor,Control,0,4853423683,0
USNJ,665255,Retail C Grade,Medium Bettor,Control,0,9450196686,0
USNJ,686198,Retail B Grade,Big Bettor,Control,0,8490412110,0
USNJ,700519,Retail B Grade,Big Bettor,Control,0,1691691604,0
USNJ,732769,Retail B Grade,Small Bettor,Control,0,3751913762,0
USNJ,746081,Retail C Grade,Big Bettor,Control,0,9264186370,0
USNJ,752838,Retail C Grade,Big Bettor,Control,0,5741200092,0
USNJ,754069,Retail C Grade,Big Bettor,Control,0,2513420646,0
USNJ,762521,Retail C Grade,Small Bettor,Control,0,1619304692,0
USNJ,773822,Retail C Grade,Medium Bettor,Control,0,1487079495,0
USNJ,789260,Retail B Grade,Big Bettor,Control,0,3213466466,0
USNJ,848325,Retail B Grade,Big Bettor,Control,0,3003596673,0
USNJ,860265,Retail A Grade,Big Bettor,Control,0,8737023342,0
USNJ,872151,Retail B Grade,Medium Bettor,Control,0,7237409730,0
USNJ,952608,Retail B Grade,Medium Bettor,Control,0,4041810786,0
USNJ,964153,General/New Client,Medium Bettor,Control,0,5700356768,0
USNJ,966238,Retail C Grade,Small Bettor,Control,0,8390929911,0
USNJ,1014306465,Retail C Grade,Medium Bettor,Control,0,1014306465,0
USNJ,1031128632,Retail B Grade,Small Bettor,Control,0,1031128632,0
USNJ,1066995551,General/New Client,Big Bettor,Control,0,1066995551,0
USNJ,1191170329,Retail C Grade,Big Bettor,Control,0,1191170329,0
USNJ,1239889888,General/New Client,Small Bettor,Control,0,1239889888,0
USNJ,1256816154,General/New Client,Big Bettor,Control,0,1256816154,0
USNJ,1300650383,Retail C Grade,Big Bettor,Control,0,1300650383,0
USNJ,1311814215,Retail C Grade,Medium Bettor,Control,0,1311814215,0
USNJ,1340933249,Retail C Grade,Big Bettor,Control,0,1340933249,0
USNJ,1378859730,Retail B Grade,Big Bettor,Control,0,1378859730,0
USNJ,1416113391,Retail B Grade,Big Bettor,Control,0,1416113391,0
USNJ,1428684859,Retail C Grade,Medium Bettor,Control,0,1428684859,0
USNJ,1470788970,General/New Client,Medium Bettor,Control,0,1470788970,0
USNJ,1650495445,Retail C Grade,Big Bettor,Control,0,1650495445,0
USNJ,1659746113,Retail B Grade,Big Bettor,Control,0,1659746113,0
USNJ,1681832325,General/New Client,Big Bettor,Control,0,1681832325,0
USNJ,1734545316,General/New Client,Small Bettor,Control,0,1734545316,0
USNJ,1829836324,Retail B Grade,Small Bettor,Control,0,1829836324,0
USNJ,1887119666,General/New Client,Medium Bettor,Control,0,1887119666,0
USNJ,1896092916,Retail C Grade,Medium Bettor,Control,0,1896092916,0
USNJ,1941687223,Retail C Grade,Big Bettor,Control,0,1941687223,0
USNJ,2092436033,General/New Client,Small Bettor,Control,0,2092436033,0
USNJ,2118747878,Retail C Grade,Medium Bettor,Control,0,2118747878,0
USNJ,2137863721,Retail C Grade,Medium Bettor,Control,0,2137863721,0
USNJ,2196774881,Retail B Grade,Big Bettor,Control,0,2196774881,0
USNJ,2205500969,Retail C Grade,Medium Bettor,Control,0,2205500969,0
USNJ,2211839055,Retail B Grade,Big Bettor,Control,0,2211839055,0
USNJ,2215179709,Retail C Grade,Medium Bettor,Control,0,2215179709,0
USNJ,2247950238,General/New Client,Medium Bettor,Control,0,2247950238,0
USNJ,2273008528,General/New Client,Big Bettor,Control,0,2273008528,0
USNJ,2358490001,Retail C Grade,Small Bettor,Control,0,2358490001,0
USNJ,2377846680,Retail C Grade,Medium Bettor,Control,0,2377846680,0
USNJ,2464773095,Retail A Grade,Big Bettor,Control,0,2464773095,0
USNJ,2547573862,Retail C Grade,Medium Bettor,Control,0,2547573862,0
USNJ,2624805524,Retail C Grade,Medium Bettor,Control,0,2624805524,0
USNJ,2657858739,Retail C Grade,Medium Bettor,Control,0,2657858739,0
USNJ,2666976737,Retail C Grade,Big Bettor,Control,0,2666976737,0
USNJ,2758510430,Retail A Grade,Big Bettor,Control,0,2758510430,0
USNJ,2782012666,Retail C Grade,Small Bettor,Control,0,2782012666,0
USNJ,2820210220,Retail C Grade,Big Bettor,Control,0,2820210220,0
USNJ,2837371454,General/New Client,Medium Bettor,Control,0,2837371454,0
USNJ,2840954381,Retail C Grade,Big Bettor,Control,0,2840954381,0
USNJ,2848913222,General/New Client,Small Bettor,Control,0,2848913222,0
USNJ,2882359474,Retail C Grade,Big Bettor,Control,0,2882359474,0
USNJ,2896753211,Retail A Grade,Big Bettor,Control,0,2896753211,0
USNJ,2926715105,General/New Client,Big Bettor,Control,0,2926715105,0
USNJ,2984716489,Retail A Grade,Big Bettor,Control,0,2984716489,0
USNJ,3041780287,Retail C Grade,Medium Bettor,Control,0,3041780287,0
USNJ,3045838792,Retail C Grade,Big Bettor,Control,0,3045838792,0
USNJ,3070495392,Retail C Grade,Small Bettor,Control,0,3070495392,0
USNJ,3086112657,Retail C Grade,Medium Bettor,Control,0,3086112657,0
USNJ,3164981323,General/New Client,Big Bettor,Control,0,3164981323,0
USNJ,3169438692,Retail B Grade,Big Bettor,Control,0,3169438692,0
USNJ,3172234455,General/New Client,Medium Bettor,Control,0,3172234455,0
USNJ,3172628273,Retail B Grade,Small Bettor,Control,0,3172628273,0
USNJ,3173631651,Retail C Grade,Big Bettor,Control,0,3173631651,0
USNJ,3207218214,General/New Client,Medium Bettor,Control,0,3207218214,0
USNJ,3257739599,General/New Client,Small Bettor,Control,0,3257739599,0
USNJ,3373987411,Retail C Grade,Big Bettor,Control,0,3373987411,0
USNJ,3378383876,Retail C Grade,Medium Bettor,Control,0,3378383876,0
USNJ,3398771671,General/New Client,Big Bettor,Control,0,3398771671,0
USNJ,3429398576,General/New Client,Medium Bettor,Control,0,3429398576,0
USNJ,3456978496,Retail C Grade,Small Bettor,Control,0,3456978496,0
USNJ,3597341674,Retail B Grade,Small Bettor,Control,0,3597341674,0
USNJ,3606943594,General/New Client,Small Bettor,Control,0,3606943594,0
USNJ,3632003514,Retail B Grade,Medium Bettor,Control,0,3632003514,0
USNJ,3644179427,General/New Client,Big Bettor,Control,0,3644179427,0
USNJ,3659318112,General/New Client,Medium Bettor,Control,0,3659318112,0
USNJ,3722657327,General/New Client,Small Bettor,Control,0,3722657327,0
USNJ,3753181574,Retail B Grade,Big Bettor,Control,0,3753181574,0
USNJ,3780982549,Retail A Grade,Big Bettor,Control,0,3780982549,0
USNJ,3803291177,General/New Client,Small Bettor,Control,0,3803291177,0
USNJ,3823896351,Retail A Grade,Medium Bettor,Control,0,3823896351,0
USNJ,3824141069,General/New Client,Big Bettor,Control,0,3824141069,0
USNJ,3825366306,Retail A Grade,Big Bettor,Control,0,3825366306,0
USNJ,3832738148,Retail C Grade,Medium Bettor,Control,0,3832738148,0
USNJ,3849347030,Retail C Grade,Small Bettor,Control,0,3849347030,0
USNJ,3873570530,Retail C Grade,Small Bettor,Control,0,3873570530,0
USNJ,3946401283,Retail C Grade,Small Bettor,Control,0,3946401283,0
USNJ,3999654458,Retail C Grade,Medium Bettor,Control,0,3999654458,0
USNJ,4001678179,General/New Client,Small Bettor,Control,0,4001678179,0
USNJ,4106679331,General/New Client,Medium Bettor,Control,0,4106679331,0
USNJ,4162498245,Retail C Grade,Big Bettor,Control,0,4162498245,0
USNJ,4179956237,General/New Client,Big Bettor,Control,0,4179956237,0
USNJ,4189903841,General/New Client,Big Bettor,Control,0,4189903841,0
USNJ,4194377137,Retail C Grade,Medium Bettor,Control,0,4194377137,0
USNJ,4200076533,General/New Client,Big Bettor,Control,0,4200076533,0
USNJ,4222691930,Retail C Grade,Big Bettor,Control,0,4222691930,0
USNJ,4242347654,Retail B Grade,Big Bettor,Control,0,4242347654,0
USNJ,4297562762,Retail C Grade,Medium Bettor,Control,0,4297562762,0
USNJ,4325509232,Retail C Grade,Medium Bettor,Control,0,4325509232,0
USNJ,4344087804,Retail C Grade,Medium Bettor,Control,0,4344087804,0
USNJ,4364546953,Retail C Grade,Big Bettor,Control,0,4364546953,0
USNJ,4379651118,General/New Client,Small Bettor,Control,0,4379651118,0
USNJ,4382457266,Retail C Grade,Big Bettor,Control,0,4382457266,0
USNJ,4382717023,General/New Client,Medium Bettor,Control,0,4382717023,0
USNJ,4429453529,General/New Client,Small Bettor,Control,0,4429453529,0
USNJ,4461427817,Retail C Grade,Medium Bettor,Control,0,4461427817,0
USNJ,4487887629,General/New Client,Big Bettor,Control,0,4487887629,0
USNJ,4506175238,Retail A Grade,Small Bettor,Control,0,4506175238,0
USNJ,4524907553,Retail A Grade,Big Bettor,Control,0,4524907553,0
USNJ,4549019810,Retail B Grade,Big Bettor,Control,0,4549019810,0
USNJ,4558195629,Retail C Grade,Medium Bettor,Control,0,4558195629,0
USNJ,4620689558,Retail A Grade,Big Bettor,Control,0,4620689558,0
USNJ,4627765400,Retail A Grade,Big Bettor,Control,0,4627765400,0
USNJ,4646632885,Retail C Grade,Medium Bettor,Control,0,4646632885,0
USNJ,4674595052,General/New Client,Medium Bettor,Control,0,4674595052,0
USNJ,4737790720,Retail B Grade,Medium Bettor,Control,0,4737790720,0
USNJ,4757595652,Retail C Grade,Medium Bettor,Control,0,4757595652,0
USNJ,4786353866,Retail A Grade,Big Bettor,Control,0,4786353866,0
USNJ,4868210369,Retail C Grade,Big Bettor,Control,0,4868210369,0
USNJ,4870454605,Retail C Grade,Big Bettor,Control,0,4870454605,0
USNJ,4872661030,Retail C Grade,Small Bettor,Control,0,4872661030,0
USNJ,4873232973,Retail C Grade,Small Bettor,Control,0,4873232973,0
USNJ,4911315302,General/New Client,Big Bettor,Control,0,4911315302,0
USNJ,4931215758,Retail C Grade,Big Bettor,Control,0,4931215758,0
USNJ,4987567435,Retail B Grade,Big Bettor,Control,0,4987567435,0
USNJ,5060398614,Retail C Grade,Medium Bettor,Control,0,5060398614,0
USNJ,5123301246,General/New Client,Big Bettor,Control,0,5123301246,0
USNJ,5173625472,General/New Client,Medium Bettor,Control,0,5173625472,0
USNJ,5183059019,Retail C Grade,Medium Bettor,Control,0,5183059019,0
USNJ,5187762332,General/New Client,Big Bettor,Control,0,5187762332,0
USNJ,5247866923,Retail C Grade,Small Bettor,Control,0,5247866923,0
USNJ,5386510586,General/New Client,Medium Bettor,Control,0,5386510586,0
USNJ,5388089685,Retail C Grade,Medium Bettor,Control,0,5388089685,0
USNJ,5397344867,Retail B Grade,Medium Bettor,Control,0,5397344867,0
USNJ,5526688884,Retail A Grade,Big Bettor,Control,0,5526688884,0
USNJ,5568183300,Retail C Grade,Medium Bettor,Control,0,5568183300,0
USNJ,5590952729,Retail A Grade,Big Bettor,Control,0,5590952729,0
USNJ,5602223573,General/New Client,Small Bettor,Control,0,5602223573,0
USNJ,5653323463,Retail C Grade,Small Bettor,Control,0,5653323463,0
USNJ,5657243009,Retail C Grade,Small Bettor,Control,0,5657243009,0
USNJ,5679835198,Retail C Grade,Big Bettor,Control,0,5679835198,0
USNJ,5684662276,Retail C Grade,Small Bettor,Control,0,5684662276,0
USNJ,5712851358,Retail C Grade,Small Bettor,Control,0,5712851358,0
USNJ,5724781673,Retail C Grade,Big Bettor,Control,0,5724781673,0
USNJ,5761841698,Retail C Grade,Small Bettor,Control,0,5761841698,0
USNJ,5763234916,Retail C Grade,Small Bettor,Control,0,5763234916,0
USNJ,5763549202,Retail A Grade,Big Bettor,Control,0,5763549202,0
USNJ,5789360276,Retail C Grade,Small Bettor,Control,0,5789360276,0
USNJ,5939026665,Retail C Grade,Medium Bettor,Control,0,5939026665,0
USNJ,5975961514,General/New Client,Big Bettor,Control,0,5975961514,0
USNJ,6084223826,Retail C Grade,Small Bettor,Control,0,6084223826,0
USNJ,6101133181,General/New Client,Big Bettor,Control,0,6101133181,0
USNJ,6107444815,Retail C Grade,Big Bettor,Control,0,6107444815,0
USNJ,6115118874,Retail B Grade,Medium Bettor,Control,0,6115118874,0
USNJ,6153704515,Retail C Grade,Medium Bettor,Control,0,6153704515,0
USNJ,6159279790,Retail A Grade,Big Bettor,Control,0,6159279790,0
USNJ,6162026122,Retail C Grade,Medium Bettor,Control,0,6162026122,0
USNJ,6182576044,Retail C Grade,Small Bettor,Control,0,6182576044,0
USNJ,6189744749,General/New Client,Small Bettor,Control,0,6189744749,0
USNJ,6212907810,General/New Client,Small Bettor,Control,0,6212907810,0
USNJ,6236451039,General/New Client,Small Bettor,Control,0,6236451039,0
USNJ,6291871664,Retail C Grade,Big Bettor,Control,0,6291871664,0
USNJ,6326358523,Retail B Grade,Small Bettor,Control,0,6326358523,0
USNJ,6348917534,Retail C Grade,Small Bettor,Control,0,6348917534,0
USNJ,6350585821,Retail B Grade,Big Bettor,Control,0,6350585821,0
USNJ,6360998585,General/New Client,Big Bettor,Control,0,6360998585,0
USNJ,6365435733,Retail C Grade,Small Bettor,Control,0,6365435733,0
USNJ,6394645980,Retail C Grade,Medium Bettor,Control,0,6394645980,0
USNJ,6510014354,Retail C Grade,Medium Bettor,Control,0,6510014354,0
USNJ,6525330513,Retail C Grade,Small Bettor,Control,0,6525330513,0
USNJ,6559995005,Retail C Grade,Small Bettor,Control,0,6559995005,0
USNJ,6577921554,General/New Client,Small Bettor,Control,0,6577921554,0
USNJ,6603033557,Retail B Grade,Big Bettor,Control,0,6603033557,0
USNJ,6605130626,General/New Client,Big Bettor,Control,0,6605130626,0
USNJ,6621836208,Retail C Grade,Big Bettor,Control,0,6621836208,0
USNJ,6672770796,Retail C Grade,Small Bettor,Control,0,6672770796,0
USNJ,6674801277,General/New Client,Medium Bettor,Control,0,6674801277,0
USNJ,6683758639,General/New Client,Medium Bettor,Control,0,6683758639,0
USNJ,6697275232,General/New Client,Big Bettor,Control,0,6697275232,0
USNJ,6704662946,Retail C Grade,Medium Bettor,Control,0,6704662946,0
USNJ,6727083979,General/New Client,Medium Bettor,Control,0,6727083979,0
USNJ,6793442524,General/New Client,Big Bettor,Control,0,6793442524,0
USNJ,6859206423,Retail C Grade,Big Bettor,Control,0,6859206423,0
USNJ,6947095578,Retail C Grade,Small Bettor,Control,0,6947095578,0
USNJ,6969385591,Retail B Grade,Medium Bettor,Control,0,6969385591,0
USNJ,6987563258,Retail C Grade,Big Bettor,Control,0,6987563258,0
USNJ,7000249764,Retail B Grade,Big Bettor,Control,0,7000249764,0
USNJ,7049758539,Retail B Grade,Big Bettor,Control,0,7049758539,0
USNJ,7088434655,Retail C Grade,Medium Bettor,Control,0,7088434655,0
USNJ,7134019601,General/New Client,Small Bettor,Control,0,7134019601,0
USNJ,7172868980,Retail C Grade,Small Bettor,Control,0,7172868980,0
USNJ,7192281326,Retail B Grade,Big Bettor,Control,0,7192281326,0
USNJ,7209127070,General/New Client,Big Bettor,Control,0,7209127070,0
USNJ,7445188602,General/New Client,Big Bettor,Control,0,7445188602,0
USNJ,7458207632,Retail C Grade,Medium Bettor,Control,0,7458207632,0
USNJ,7462403434,General/New Client,Small Bettor,Control,0,7462403434,0
USNJ,7646413756,Retail C Grade,Medium Bettor,Control,0,7646413756,0
USNJ,7670494815,Retail A Grade,Big Bettor,Control,0,7670494815,0
USNJ,7672994020,General/New Client,Medium Bettor,Control,0,7672994020,0
USNJ,7677997101,Retail C Grade,Big Bettor,Control,0,7677997101,0
USNJ,7695185894,General/New Client,Small Bettor,Control,0,7695185894,0
USNJ,7699626176,Retail C Grade,Small Bettor,Control,0,7699626176,0
USNJ,7721418296,Retail B Grade,Big Bettor,Control,0,7721418296,0
USNJ,7735708848,General/New Client,Big Bettor,Control,0,7735708848,0
USNJ,7764728866,Retail C Grade,Small Bettor,Control,0,7764728866,0
USNJ,7831330924,Retail C Grade,Small Bettor,Control,0,7831330924,0
USNJ,7881730748,Retail A Grade,Big Bettor,Control,0,7881730748,0
USNJ,7891545240,Retail C Grade,Small Bettor,Control,0,7891545240,0
USNJ,7997476404,General/New Client,Medium Bettor,Control,0,7997476404,0
USNJ,8138668899,Retail B Grade,Medium Bettor,Control,0,8138668899,0
USNJ,8140174184,Retail B Grade,Big Bettor,Control,0,8140174184,0
USNJ,8141185737,Retail C Grade,Medium Bettor,Control,0,8141185737,0
USNJ,8170331706,Retail C Grade,Small Bettor,Control,0,8170331706,0
USNJ,8247061037,General/New Client,Big Bettor,Control,0,8247061037,0
USNJ,8261261515,Retail C Grade,Medium Bettor,Control,0,8261261515,0
USNJ,8296347827,Retail C Grade,Big Bettor,Control,0,8296347827,0
USNJ,8304863828,General/New Client,Small Bettor,Control,0,8304863828,0
USNJ,8338953557,General/New Client,Medium Bettor,Control,0,8338953557,0
USNJ,8357970141,Retail C Grade,Big Bettor,Control,0,8357970141,0
USNJ,8436402888,Retail C Grade,Small Bettor,Control,0,8436402888,0
USNJ,8639416995,Retail C Grade,Small Bettor,Control,0,8639416995,0
USNJ,8755585711,Retail B Grade,Medium Bettor,Control,0,8755585711,0
USNJ,8764477876,General/New Client,Big Bettor,Control,0,8764477876,0
USNJ,8833005364,Retail C Grade,Big Bettor,Control,0,8833005364,0
USNJ,8861534864,Retail C Grade,Medium Bettor,Control,0,8861534864,0
USNJ,8889256735,General/New Client,Small Bettor,Control,0,8889256735,0
USNJ,8924780764,Retail C Grade,Big Bettor,Control,0,8924780764,0
USNJ,9001849044,Retail C Grade,Big Bettor,Control,0,9001849044,0
USNJ,9085137185,Retail B Grade,Big Bettor,Control,0,9085137185,0
USNJ,9090114645,Retail B Grade,Big Bettor,Control,0,9090114645,0
USNJ,9104845145,Retail B Grade,Big Bettor,Control,0,9104845145,0
USNJ,9212916937,General/New Client,Medium Bettor,Control,0,9212916937,0
USNJ,9235739874,General/New Client,Small Bettor,Control,0,9235739874,0
USNJ,9238228428,Retail C Grade,Small Bettor,Control,0,9238228428,0
USNJ,9243929138,Retail C Grade,Medium Bettor,Control,0,9243929138,0
